date,state,rainfall_24h,rainfall_cumulative,soil_moisture,slope,elevation,ndvi,distance_to_road,historical_landslide_density,temperature,risk_score
2015-11-13,Arunachal Pradesh,75.18,136.19,75.3,30.52,626.87,100.0,29.04,2.71,11.82,31.2
2015-11-14,Manipur,142.2,322.06,100.0,42.27,1800.48,100.0,33.07,51.04,23.7,66.55
2015-11-15,Manipur,17.24,73.28,74.52,30.05,3145.85,100.0,1.77,38.87,29.5,32.73
2015-11-16,Assam,115.64,201.0,100.0,39.5,2993.97,100.0,32.2,63.01,21.33,46.71
2015-11-17,Mizoram,146.14,295.49,83.31,39.75,2599.5,100.0,26.64,45.95,19.42,58.3
2015-11-18,Arunachal Pradesh,78.82,171.46,100.0,36.76,3970.37,100.0,4.14,66.84,33.49,53.04
2015-11-19,Meghalaya,56.43,127.49,83.93,27.77,3891.91,100.0,6.22,66.03,10.73,49.26
2015-11-20,Meghalaya,164.74,295.34,86.27,42.31,1630.02,100.0,22.04,78.04,12.65,59.84
2015-11-21,Meghalaya,43.24,130.63,37.94,36.85,810.51,100.0,17.32,65.3,31.76,34.29
2015-11-22,Nagaland,86.04,151.54,88.37,32.59,1882.16,100.0,21.87,23.04,32.16,43.22
2015-11-23,Mizoram,52.26,109.12,64.92,36.39,3386.08,100.0,31.78,10.32,19.32,41.35
2015-11-24,Mizoram,49.05,84.47,50.06,15.86,1861.32,100.0,7.72,44.7,23.5,23.98
2015-11-25,Assam,31.24,48.56,54.42,26.29,1377.13,100.0,33.12,55.6,14.11,34.73
2015-11-26,Assam,155.84,357.77,100.0,18.67,2977.86,100.0,40.91,88.43,32.11,59.83
2015-11-27,Nagaland,42.29,77.18,24.96,14.11,2618.04,100.0,0.15,0.0,21.73,25.35
2015-11-28,Manipur,58.28,177.37,77.37,58.11,3876.36,100.0,18.42,57.82,24.1,44.86
2015-11-29,Tripura,111.2,202.56,81.37,30.83,2219.58,100.0,13.76,23.04,12.95,40.67
2015-11-30,Tripura,80.14,191.83,100.0,57.04,3871.52,100.0,21.6,54.18,25.37,47.57
2015-12-01,Arunachal Pradesh,54.48,131.64,78.76,15.96,1199.2,100.0,30.76,48.12,27.4,30.67
2015-12-02,Nagaland,51.76,55.99,63.49,33.54,3466.06,100.0,9.38,39.84,17.37,35.81
2015-12-03,Manipur,82.38,174.72,68.29,20.27,1436.15,100.0,6.7,8.25,32.4,28.21
2015-12-04,Meghalaya,54.29,155.67,81.18,15.5,3248.22,100.0,36.44,29.6,15.1,31.96
2015-12-05,Mizoram,117.4,187.9,70.3,25.04,3707.65,100.0,34.29,30.8,32.43,44.72
2015-12-06,Assam,113.78,313.54,100.0,36.62,2511.6,100.0,23.04,78.09,27.58,62.85
2015-12-07,Manipur,88.96,215.92,91.79,69.35,2927.77,94.42,25.07,51.68,30.77,57.39
2015-12-08,Tripura,105.78,241.52,89.58,39.33,3836.63,100.0,13.49,57.05,27.48,54.77
2015-12-09,Tripura,58.11,174.25,79.59,56.43,1531.87,100.0,16.46,49.23,20.71,45.99
2015-12-10,Assam,80.48,77.35,75.17,48.37,2070.76,100.0,16.0,77.45,18.29,43.65
2015-12-11,Sikkim,54.65,160.17,66.56,6.08,3598.25,100.0,36.32,42.95,28.35,31.15
2015-12-12,Mizoram,157.85,377.83,100.0,44.77,2707.62,100.0,27.78,67.72,17.45,62.98
2015-12-13,Tripura,37.43,136.53,53.7,48.67,3500.68,100.0,36.47,40.62,11.55,42.49
2015-12-14,Meghalaya,75.24,152.35,53.6,62.72,2492.11,100.0,29.54,56.46,16.18,51.5
2015-12-15,Manipur,85.74,133.99,90.91,59.64,2971.94,100.0,27.28,97.01,28.88,56.84
2015-12-16,Meghalaya,78.63,119.47,73.71,28.67,101.6,100.0,16.03,48.04,29.83,34.02
2015-12-17,Manipur,146.09,215.86,99.23,22.67,1391.71,100.0,19.77,49.18,16.92,39.12
2015-12-18,Meghalaya,64.99,131.47,79.66,34.14,3093.16,100.0,44.37,54.0,18.2,37.03
2015-12-19,Mizoram,84.18,133.55,63.73,46.65,1645.83,100.0,28.8,58.22,23.73,45.17
2015-12-20,Nagaland,103.99,199.91,100.0,21.45,1483.24,100.0,26.22,54.02,16.55,44.04
2015-12-21,Manipur,88.29,190.59,67.75,51.74,3808.63,100.0,2.66,68.65,25.15,51.4
2015-12-22,Meghalaya,93.43,121.36,94.46,58.65,2232.57,82.11,33.54,31.86,17.05,42.55
2015-12-23,Nagaland,50.13,94.59,60.77,10.31,810.34,100.0,34.3,0.0,13.02,21.24
2015-12-24,Tripura,31.24,73.69,81.57,22.68,1915.3,100.0,34.53,42.65,13.87,36.36
2015-12-25,Arunachal Pradesh,59.13,114.4,47.14,7.27,2098.75,100.0,4.56,32.44,16.26,18.9
2015-12-26,Assam,116.05,224.8,78.49,18.56,3955.49,100.0,15.02,30.88,14.2,26.42
2015-12-27,Sikkim,86.84,185.25,53.01,39.22,2886.97,98.75,18.56,34.43,34.36,35.24
2015-12-28,Sikkim,76.67,148.03,85.24,21.78,2101.64,100.0,41.32,45.95,26.46,40.26
2015-12-29,Nagaland,67.32,124.09,68.62,34.74,1756.36,100.0,49.03,49.95,14.48,33.27
2015-12-30,Tripura,180.3,319.62,100.0,4.98,3666.21,100.0,20.74,14.46,20.6,54.67
2015-12-31,Arunachal Pradesh,171.18,364.46,100.0,16.28,2601.47,100.0,27.71,55.49,16.73,61.43
2016-01-01,Mizoram,77.0,107.28,81.51,10.32,1456.54,100.0,0.37,23.36,27.11,26.39
2016-01-02,Arunachal Pradesh,25.0,132.77,67.75,11.62,1885.29,100.0,0.44,23.79,31.68,33.06
2016-01-03,Arunachal Pradesh,226.78,324.82,100.0,34.51,1148.59,100.0,3.73,38.0,20.02,66.88
2016-01-04,Manipur,245.92,433.35,100.0,31.89,3843.69,100.0,35.97,55.44,20.72,70.81
2016-01-05,Assam,145.63,310.43,89.41,44.2,2822.68,100.0,8.91,56.82,19.96,58.37
2016-01-06,Arunachal Pradesh,70.41,102.67,66.15,44.91,1599.58,100.0,37.89,5.54,21.23,41.04
2016-01-07,Sikkim,170.61,319.95,100.0,47.9,773.69,100.0,21.59,87.05,10.9,72.56
2016-01-08,Tripura,133.09,207.79,57.97,16.75,749.23,100.0,42.5,37.75,24.82,37.38
2016-01-09,Arunachal Pradesh,82.27,220.23,46.38,46.23,1937.08,100.0,43.52,43.58,33.8,42.83
2016-01-10,Sikkim,94.41,127.61,60.83,22.87,1896.89,100.0,43.99,13.88,29.63,36.68
2016-01-11,Sikkim,34.92,66.69,70.77,50.93,1700.27,100.0,27.18,47.09,31.54,47.69
2016-01-12,Assam,139.46,264.45,96.22,47.78,3414.63,100.0,39.43,26.61,15.73,62.35
2016-01-13,Mizoram,129.27,272.37,74.93,24.63,3917.77,100.0,33.1,64.03,25.18,48.47
2016-01-14,Meghalaya,74.17,164.97,46.39,40.39,1451.55,100.0,9.34,62.88,32.32,47.13
2016-01-15,Sikkim,29.12,113.48,80.02,40.23,1213.71,100.0,19.08,28.3,11.72,25.85
2016-01-16,Nagaland,50.0,103.03,35.81,10.18,3091.94,100.0,48.12,0.0,31.93,24.29
2016-01-17,Sikkim,40.62,67.28,64.85,15.64,1826.68,100.0,38.63,12.56,11.61,39.87
2016-01-18,Manipur,117.97,285.54,100.0,15.94,909.4,100.0,13.15,40.32,34.58,40.62
2016-01-19,Sikkim,78.03,187.0,100.0,39.62,764.71,100.0,14.05,45.96,12.1,46.06
2016-01-20,Nagaland,134.81,232.71,77.1,17.81,1158.24,100.0,12.71,77.89,19.2,45.37
2016-01-21,Arunachal Pradesh,22.45,17.52,57.59,6.96,55.23,100.0,16.44,21.99,11.37,17.52
2016-01-22,Meghalaya,122.37,282.49,100.0,31.75,3768.65,100.0,46.42,88.11,11.42,62.55
2016-01-23,Meghalaya,92.2,238.87,67.72,39.9,1749.48,100.0,21.68,69.7,31.66,52.39
2016-01-24,Arunachal Pradesh,118.43,218.95,85.79,15.09,377.25,100.0,18.21,47.33,11.59,45.77
2016-01-25,Manipur,45.36,91.62,57.72,42.99,701.58,100.0,11.96,43.2,29.82,36.66
2016-01-26,Manipur,75.32,152.61,54.56,33.61,1327.18,100.0,44.62,2.7,32.67,36.0
2016-01-27,Nagaland,64.5,138.31,71.63,42.68,2229.19,100.0,47.87,3.92,33.38,33.9
2016-01-28,Nagaland,139.44,289.94,80.45,55.67,2829.68,100.0,16.18,81.93,31.6,65.24
2016-01-29,Tripura,23.91,40.36,53.8,9.24,1266.01,100.0,30.83,17.12,33.88,22.94
2016-01-30,Sikkim,32.58,75.52,87.71,33.33,3832.59,100.0,47.92,54.93,11.29,35.86
2016-01-31,Tripura,35.92,96.54,56.24,21.72,3053.23,100.0,24.97,0.0,34.92,27.09
2016-02-01,Manipur,32.86,109.62,60.5,2.91,3311.91,100.0,23.43,28.86,10.51,27.15
2016-02-02,Meghalaya,36.06,138.74,89.0,65.45,1328.4,100.0,26.38,65.8,14.16,48.14
2016-02-03,Meghalaya,74.67,174.44,93.78,13.41,1554.8,100.0,1.66,21.42,12.02,35.33
2016-02-04,Arunachal Pradesh,98.6,267.98,84.33,26.18,2175.34,100.0,15.01,28.58,28.6,41.43
2016-02-05,Nagaland,27.66,51.83,60.69,15.08,1834.2,100.0,34.95,1.94,12.18,17.56
2016-02-06,Nagaland,72.6,217.37,39.18,20.96,1076.57,100.0,48.34,28.09,17.32,29.19
2016-02-07,Arunachal Pradesh,90.93,148.24,54.59,51.96,3989.22,100.0,28.44,40.9,25.95,46.61
2016-02-08,Arunachal Pradesh,120.9,215.54,99.16,36.74,3401.01,100.0,9.52,37.6,22.45,60.87
2016-02-09,Mizoram,15.18,88.26,50.0,53.38,990.05,100.0,21.34,51.77,13.41,26.63
2016-02-10,Meghalaya,103.47,252.32,87.46,32.62,3574.97,100.0,24.5,48.54,23.04,54.69
2016-02-11,Meghalaya,91.06,170.85,60.31,13.58,2368.2,100.0,7.61,8.86,18.52,43.47
2016-02-12,Meghalaya,71.66,173.19,58.37,48.28,99.62,100.0,16.46,62.41,24.65,32.56
2016-02-13,Assam,51.28,114.3,25.42,65.85,1417.3,100.0,22.25,30.63,23.46,45.89
2016-02-14,Assam,32.42,6.81,35.91,45.05,151.64,100.0,13.1,26.21,34.74,34.87
2016-02-15,Tripura,21.64,80.92,63.17,54.51,396.69,93.04,17.69,24.79,31.59,35.37
2016-02-16,Arunachal Pradesh,116.44,175.0,78.7,13.08,756.96,100.0,13.81,20.23,10.09,36.24
2016-02-17,Mizoram,26.19,140.15,55.55,19.07,1963.37,100.0,30.64,23.38,14.4,24.52
2016-02-18,Manipur,35.09,153.77,49.32,22.43,1556.09,100.0,28.93,27.37,32.83,27.05
2016-02-19,Manipur,96.74,161.66,66.72,6.05,638.53,100.0,27.58,24.5,23.49,30.1
2016-02-20,Assam,8.06,22.5,24.57,11.38,1608.49,100.0,4.84,17.1,28.99,14.54
2016-02-21,Meghalaya,80.66,145.83,57.65,57.2,1252.14,84.41,9.18,73.92,22.59,45.86
2016-02-22,Manipur,58.57,159.15,73.77,49.08,1670.12,100.0,5.54,29.76,29.64,54.06
2016-02-23,Sikkim,91.37,208.51,68.63,47.09,730.63,100.0,3.16,0.0,13.32,41.38
2016-02-24,Mizoram,44.91,253.69,100.0,54.61,2458.36,100.0,12.34,41.0,28.45,49.67
2016-02-25,Nagaland,68.38,140.22,52.36,21.47,225.9,100.0,9.73,56.34,31.74,35.34
2016-02-26,Arunachal Pradesh,98.54,201.46,71.22,9.26,1582.11,100.0,36.25,47.52,16.64,44.15
2016-02-27,Assam,154.32,358.75,100.0,8.17,3584.8,100.0,34.79,33.88,19.21,48.89
2016-02-28,Tripura,54.36,143.0,78.96,30.56,1707.7,100.0,10.07,32.05,24.76,43.12
2016-02-29,Mizoram,51.82,84.2,64.59,46.39,1792.27,100.0,8.28,1.43,31.71,36.7
2016-03-01,Manipur,32.76,112.82,52.99,31.01,318.63,100.0,7.24,19.23,32.69,26.88
2016-03-02,Sikkim,69.36,182.23,85.21,16.83,2441.19,100.0,16.0,20.65,23.36,40.63
2016-03-03,Assam,129.33,230.33,97.95,23.19,3748.79,100.0,14.71,59.59,26.45,60.96
2016-03-04,Tripura,108.96,245.26,95.68,29.78,1201.86,100.0,1.43,45.78,31.82,50.67
2016-03-05,Sikkim,103.14,232.96,86.11,21.79,1603.34,100.0,28.39,22.22,15.78,46.0
2016-03-06,Assam,122.62,215.59,91.77,8.84,2373.22,100.0,44.9,7.53,30.63,40.67
2016-03-07,Manipur,53.73,192.66,77.39,33.13,418.18,100.0,26.94,62.46,16.55,57.71
2016-03-08,Arunachal Pradesh,5.41,26.77,51.41,20.03,3803.62,100.0,3.19,19.59,24.53,27.21
2016-03-09,Manipur,49.34,141.5,69.42,21.93,1897.01,100.0,29.98,15.45,33.37,43.55
2016-03-10,Assam,117.1,201.56,57.65,21.31,504.63,100.0,24.25,60.13,22.79,47.52
2016-03-11,Arunachal Pradesh,39.13,40.98,39.44,20.92,1374.15,100.0,45.35,39.1,12.34,24.77
2016-03-12,Manipur,122.22,247.66,100.0,46.71,1526.63,100.0,18.16,47.78,32.4,52.76
2016-03-13,Manipur,75.2,239.97,58.93,66.39,1414.24,100.0,37.6,42.74,24.62,48.29
2016-03-14,Arunachal Pradesh,86.38,177.41,98.77,44.27,2788.23,100.0,1.92,78.72,11.78,58.48
2016-03-15,Manipur,120.48,170.99,83.58,42.97,1414.81,86.49,36.07,60.65,10.26,52.95
2016-03-16,Sikkim,60.44,149.55,70.42,27.71,1329.22,100.0,2.08,35.63,16.53,32.81
2016-03-17,Nagaland,171.33,274.25,69.64,61.85,1322.25,100.0,17.24,43.34,13.01,60.61
2016-03-18,Sikkim,75.8,205.86,81.15,16.63,3122.5,100.0,47.4,47.24,25.71,36.21
2016-03-19,Manipur,167.65,292.33,87.27,15.39,1268.11,100.0,35.16,25.85,24.92,54.99
2016-03-20,Meghalaya,88.87,112.4,80.31,60.53,105.29,98.92,46.25,63.51,31.02,41.55
2016-03-21,Manipur,52.13,148.53,59.71,45.96,1493.86,100.0,24.79,57.63,22.83,34.19
2016-03-22,Nagaland,112.21,226.66,81.2,57.37,1149.04,100.0,30.31,46.86,16.33,53.72
2016-03-23,Manipur,90.71,174.07,78.51,33.68,3640.62,100.0,25.89,54.13,11.26,44.29
2016-03-24,Sikkim,28.43,51.09,40.55,15.13,1937.73,100.0,23.94,12.7,10.26,23.38
2016-03-25,Manipur,148.69,344.6,100.0,22.48,976.57,100.0,28.91,75.49,33.14,62.75
2016-03-26,Assam,102.86,186.21,72.8,10.9,3927.25,100.0,1.94,23.99,13.61,49.09
2016-03-27,Nagaland,157.63,322.32,76.25,50.29,1024.64,100.0,9.28,80.97,22.48,53.76
2016-03-28,Manipur,88.93,164.86,75.23,29.23,3063.95,100.0,10.73,92.66,29.87,47.13
2016-03-29,Manipur,45.15,144.96,81.1,43.4,2615.72,100.0,19.14,29.84,33.22,45.27
2016-03-30,Mizoram,91.53,189.43,99.46,46.99,1875.8,100.0,21.73,24.63,15.04,54.3
2016-03-31,Nagaland,91.03,187.66,85.82,37.92,1653.05,100.0,36.99,48.77,15.8,38.1
2016-04-01,Sikkim,53.0,96.45,76.59,15.32,3495.91,100.0,8.28,37.06,14.49,33.07
2016-04-02,Nagaland,58.73,159.22,79.21,25.02,1926.58,100.0,28.49,20.7,13.97,45.49
2016-04-03,Manipur,72.72,215.28,68.66,5.76,1532.66,100.0,13.61,32.07,21.37,31.79
2016-04-04,Nagaland,157.28,244.54,77.19,7.57,1449.29,100.0,25.78,22.0,25.9,46.28
2016-04-05,Manipur,15.3,39.66,13.45,27.91,1139.68,100.0,31.33,0.0,27.66,23.27
2016-04-06,Sikkim,64.88,265.1,89.77,41.39,1665.42,100.0,29.12,61.89,18.18,54.83
2016-04-07,Sikkim,157.79,246.63,99.12,56.39,523.68,100.0,10.77,62.31,25.6,60.51
2016-04-08,Arunachal Pradesh,28.05,69.89,30.31,31.44,307.24,100.0,35.47,10.86,10.06,28.04
2016-04-09,Tripura,238.44,463.01,100.0,40.82,2188.8,100.0,32.69,58.83,32.21,69.77
2016-04-10,Meghalaya,120.5,287.3,95.92,9.06,1844.33,100.0,46.6,35.32,31.74,34.46
2016-04-11,Manipur,36.42,7.5,28.05,46.64,734.9,100.0,31.71,31.13,23.6,15.06
2016-04-12,Nagaland,89.49,214.86,59.23,25.95,471.86,100.0,36.02,15.19,16.08,33.16
2016-04-13,Nagaland,49.49,116.43,88.2,42.74,615.91,100.0,40.55,29.02,34.31,40.51
2016-04-14,Meghalaya,45.88,112.85,80.3,54.94,1295.22,100.0,5.3,70.85,30.27,42.44
2016-04-15,Tripura,93.36,236.64,81.28,36.48,1833.36,100.0,34.82,63.32,10.42,51.08
2016-04-16,Manipur,11.97,54.03,64.74,28.45,813.73,100.0,15.93,22.26,21.74,21.87
2016-04-17,Manipur,16.1,53.67,47.59,44.31,3034.72,100.0,41.16,59.04,12.55,37.83
2016-04-18,Nagaland,95.46,180.34,67.0,46.49,813.63,100.0,24.01,46.95,13.31,51.3
2016-04-19,Meghalaya,54.23,117.38,53.68,14.21,540.3,100.0,29.03,20.98,10.03,28.36
2016-04-20,Tripura,109.22,227.72,82.06,35.63,3978.49,100.0,13.02,55.26,27.19,45.94
2016-04-21,Nagaland,78.26,220.33,78.09,33.2,1818.46,100.0,32.53,52.05,16.31,39.98
2016-04-22,Sikkim,46.79,137.29,68.38,44.0,721.53,87.22,1.78,72.59,17.62,42.22
2016-04-23,Nagaland,113.56,219.82,100.0,35.77,3583.5,100.0,37.43,28.26,11.18,52.75
2016-04-24,Tripura,90.7,207.91,100.0,21.19,962.81,100.0,8.16,55.04,10.2,45.51
2016-04-25,Mizoram,230.17,426.47,100.0,29.86,3706.04,100.0,11.38,62.03,29.82,63.0
2016-04-26,Manipur,55.66,156.62,78.22,17.67,519.9,100.0,0.05,7.99,26.54,37.82
2016-04-27,Mizoram,28.89,66.65,56.47,5.62,3375.17,100.0,15.66,25.71,19.56,33.42
2016-04-28,Manipur,142.8,281.19,100.0,33.9,777.86,100.0,19.41,46.06,11.75,55.59
2016-04-29,Mizoram,68.68,68.24,46.9,30.9,3756.43,100.0,11.7,57.85,29.4,37.93
2016-04-30,Arunachal Pradesh,33.46,161.54,80.47,31.72,2318.26,100.0,11.51,25.02,33.16,31.39
2016-05-01,Assam,93.6,251.64,69.63,37.79,800.16,100.0,44.65,41.24,23.19,31.33
2016-05-02,Mizoram,87.48,216.8,100.0,36.37,3387.04,100.0,16.32,51.83,13.47,52.14
2016-05-03,Assam,76.11,214.0,87.16,50.05,1592.78,100.0,36.11,21.23,26.31,47.74
2016-05-04,Meghalaya,108.71,210.1,92.97,27.88,2944.61,100.0,11.87,64.7,11.79,58.76
2016-05-05,Assam,55.4,103.08,43.84,60.59,2591.59,100.0,40.45,72.79,14.14,46.86
2016-05-06,Meghalaya,139.33,208.84,71.34,45.72,2871.46,100.0,33.89,67.07,21.77,61.75
2016-05-07,Assam,100.68,241.35,66.24,31.14,1407.67,100.0,37.81,52.03,16.23,46.39
2016-05-08,Meghalaya,31.33,66.97,75.24,40.02,3758.36,100.0,21.98,48.7,33.26,45.59
2016-05-09,Mizoram,111.21,201.86,63.73,24.46,2261.26,100.0,43.98,47.33,30.22,35.89
2016-05-10,Manipur,61.78,151.63,67.49,45.06,356.36,100.0,18.7,64.58,16.92,45.6
2016-05-11,Manipur,232.19,396.78,100.0,22.5,313.6,100.0,30.04,96.07,34.09,64.29
2016-05-12,Mizoram,52.94,140.0,75.1,37.28,2966.01,100.0,32.0,40.21,19.46,41.42
2016-05-13,Manipur,32.58,26.55,25.92,48.25,3407.4,100.0,47.61,31.27,24.21,33.3
2016-05-14,Sikkim,48.4,113.26,75.55,37.28,2796.35,100.0,6.73,36.07,24.1,38.27
2016-05-15,Tripura,67.17,183.72,95.42,38.63,1146.11,100.0,6.78,23.59,26.24,36.81
2016-05-16,Sikkim,68.23,135.08,57.11,49.93,942.32,100.0,23.1,50.29,16.09,40.32
2016-05-17,Mizoram,108.13,177.71,74.99,43.58,2283.47,97.76,45.89,17.19,33.05,39.39
2016-05-18,Sikkim,20.4,118.8,73.16,61.96,827.28,100.0,1.08,76.77,16.64,50.31
2016-05-19,Sikkim,39.26,91.92,62.22,42.61,1547.44,100.0,13.81,66.17,26.62,44.15
2016-05-20,Meghalaya,80.75,178.5,60.71,45.98,2533.33,100.0,14.18,33.54,29.14,46.72
2016-05-21,Arunachal Pradesh,27.19,82.36,66.99,32.75,1175.4,100.0,15.25,13.1,32.04,37.07
2016-05-22,Assam,115.74,223.6,100.0,21.52,1532.98,100.0,1.24,60.68,21.42,51.37
2016-05-23,Meghalaya,40.39,171.76,97.0,29.18,1474.05,100.0,41.28,10.95,27.79,36.65
2016-05-24,Mizoram,54.53,154.67,79.56,14.82,1869.07,100.0,0.45,14.54,12.13,37.21
2016-05-25,Assam,26.01,40.15,59.52,45.57,2713.72,93.56,23.89,15.42,29.45,35.11
2016-05-26,Manipur,23.93,71.02,48.37,56.88,3140.28,99.38,2.82,52.65,28.89,35.77
2016-05-27,Mizoram,140.01,243.52,74.94,65.02,2677.08,98.13,39.93,74.25,20.27,64.57
2016-05-28,Arunachal Pradesh,70.39,164.24,71.82,45.1,153.36,100.0,37.33,52.81,17.84,29.28
2016-05-29,Nagaland,45.27,154.26,100.0,36.48,3592.52,100.0,36.08,40.24,19.5,51.39
2016-05-30,Tripura,120.36,231.81,78.4,38.59,2345.7,100.0,36.81,64.22,12.26,55.08
2016-05-31,Mizoram,220.86,381.39,100.0,47.41,3684.97,100.0,47.01,71.34,25.95,64.79
2016-06-01,Nagaland,65.53,59.04,57.47,49.04,3857.3,100.0,20.84,69.4,32.83,47.13
2016-06-02,Arunachal Pradesh,140.98,314.43,97.27,18.16,1897.99,100.0,43.08,68.86,26.64,56.19
2016-06-03,Nagaland,130.47,239.0,100.0,26.15,3669.64,100.0,9.21,29.87,24.51,54.74
2016-06-04,Mizoram,89.84,195.1,100.0,11.48,1493.27,100.0,22.56,26.48,34.77,41.38
2016-06-05,Tripura,71.91,168.12,100.0,17.48,1078.49,100.0,0.45,29.8,23.55,33.52
2016-06-06,Arunachal Pradesh,199.37,318.29,91.68,32.28,340.84,100.0,14.21,37.04,18.65,62.62
2016-06-07,Assam,30.0,85.24,63.16,50.34,1834.73,100.0,22.91,63.85,27.62,33.25
2016-06-08,Nagaland,157.83,255.66,92.46,54.91,2770.31,100.0,45.46,77.11,23.04,59.83
2016-06-09,Nagaland,64.94,202.74,70.25,10.0,3908.5,100.0,15.85,28.1,34.3,28.46
2016-06-10,Meghalaya,55.17,43.81,38.77,19.16,2109.17,100.0,33.62,31.55,32.45,26.66
2016-06-11,Mizoram,25.07,49.48,52.4,40.02,2951.18,100.0,41.7,24.51,33.67,28.73
2016-06-12,Mizoram,63.83,132.86,59.57,25.66,3589.78,100.0,16.33,53.32,10.03,32.02
2016-06-13,Nagaland,27.52,151.18,55.54,13.39,2195.58,100.0,8.46,26.83,18.36,39.12
2016-06-14,Nagaland,140.98,289.78,99.81,25.81,708.72,100.0,29.56,10.57,25.68,40.38
2016-06-15,Nagaland,77.8,101.18,43.64,12.45,3400.42,100.0,14.22,0.0,17.71,27.49
2016-06-16,Mizoram,113.77,216.04,76.21,12.65,2317.99,100.0,32.62,61.8,26.41,42.43
2016-06-17,Meghalaya,65.79,177.54,80.93,28.64,3046.12,100.0,6.74,37.12,27.87,38.17
2016-06-18,Nagaland,107.6,300.47,98.07,30.67,2650.99,100.0,7.58,61.34,25.58,54.58
2016-06-19,Mizoram,43.9,102.26,56.59,31.36,291.1,100.0,33.8,31.31,21.46,30.16
2016-06-20,Mizoram,56.14,86.84,84.5,10.15,718.0,100.0,48.68,0.0,27.42,24.86
2016-06-21,Meghalaya,38.17,120.15,85.07,39.65,1180.69,100.0,12.34,18.68,29.51,29.37
2016-06-22,Tripura,116.19,222.55,85.75,18.85,1174.6,100.0,35.7,61.83,27.4,41.93
2016-06-23,Manipur,50.46,144.22,53.63,22.17,3364.83,99.81,26.6,54.76,30.3,38.28
2016-06-24,Manipur,114.66,249.61,100.0,14.08,2413.05,100.0,42.19,13.22,33.68,40.07
2016-06-25,Tripura,6.27,72.2,92.33,65.57,379.33,100.0,19.44,72.62,12.56,42.16
2016-06-26,Meghalaya,166.73,321.22,100.0,70.27,1579.43,100.0,48.59,65.93,32.66,65.43
2016-06-27,Manipur,67.18,216.2,63.74,16.54,2247.51,100.0,4.12,42.7,16.84,38.07
2016-06-28,Meghalaya,111.76,206.0,78.24,33.71,1043.44,100.0,49.23,46.23,24.09,50.19
2016-06-29,Sikkim,6.3,10.47,31.1,25.36,207.34,100.0,42.31,35.56,33.56,20.18
2016-06-30,Manipur,15.18,85.33,43.17,16.86,1552.04,100.0,43.32,42.59,25.5,26.85
2016-07-01,Assam,238.36,356.29,100.0,31.89,1871.7,100.0,42.12,53.1,12.1,69.66
2016-07-02,Manipur,53.45,85.31,73.77,4.4,3623.82,100.0,43.09,41.75,22.48,33.79
2016-07-03,Sikkim,159.3,256.07,100.0,6.65,3638.05,100.0,40.76,65.72,32.36,48.99
2016-07-04,Assam,41.19,61.76,62.53,24.85,2026.59,100.0,44.98,35.35,20.3,28.53
2016-07-05,Tripura,82.6,220.65,83.46,3.39,1912.4,100.0,23.04,12.37,31.2,34.17
2016-07-06,Nagaland,76.4,166.56,76.13,31.75,2579.98,100.0,46.96,51.08,29.85,49.2
2016-07-07,Sikkim,42.81,142.49,54.91,16.33,1069.59,100.0,19.25,22.02,32.66,20.68
2016-07-08,Mizoram,71.81,178.13,96.18,28.73,1178.57,100.0,36.43,34.86,16.58,40.61
2016-07-09,Meghalaya,29.71,86.17,46.12,30.51,60.1,100.0,35.52,15.13,22.41,24.2
2016-07-10,Assam,178.83,356.67,100.0,49.58,358.94,100.0,41.04,98.4,18.38,61.35
2016-07-11,Manipur,82.15,153.93,66.23,27.92,755.09,100.0,36.92,37.22,23.36,34.5
2016-07-12,Nagaland,71.83,151.03,24.14,43.7,2580.26,100.0,1.77,73.7,10.48,37.51
2016-07-13,Sikkim,28.78,64.85,65.98,10.61,890.0,100.0,36.96,36.11,16.04,30.21
2016-07-14,Mizoram,93.63,246.45,75.07,33.19,540.11,100.0,1.16,35.3,34.35,43.29
2016-07-15,Meghalaya,27.39,86.81,67.7,31.28,2484.4,100.0,26.66,18.78,25.08,26.46
2016-07-16,Manipur,29.45,118.1,56.89,39.61,2624.41,100.0,41.95,38.09,14.33,25.8
2016-07-17,Assam,42.21,90.05,51.15,27.64,285.71,100.0,41.48,31.95,22.71,25.43
2016-07-18,Manipur,10.94,100.29,43.4,54.89,3102.95,100.0,42.07,38.92,27.45,40.44
2016-07-19,Assam,27.11,121.58,85.14,41.33,2444.32,100.0,30.12,64.58,25.09,38.4
2016-07-20,Mizoram,82.54,108.79,85.93,39.45,1618.41,100.0,9.19,42.28,22.55,37.62
2016-07-21,Tripura,88.0,182.16,91.43,23.91,3933.57,100.0,25.4,45.52,26.85,48.64
2016-07-22,Sikkim,29.38,98.75,63.73,41.83,90.29,100.0,25.81,19.23,14.17,30.57
2016-07-23,Assam,106.21,197.32,81.5,55.62,2202.16,91.72,16.24,21.68,20.95,51.8
2016-07-24,Mizoram,117.82,282.12,100.0,34.69,680.83,100.0,21.2,72.89,28.76,66.34
2016-07-25,Meghalaya,126.33,190.81,76.28,23.74,1350.86,100.0,43.61,20.94,24.49,46.02
2016-07-26,Mizoram,140.16,242.31,100.0,39.86,576.15,100.0,25.9,48.5,32.66,49.73
2016-07-27,Manipur,62.76,110.17,47.59,28.21,2689.45,100.0,35.24,33.38,21.09,27.92
